,Name,Card Type,Attribute,Type of Spell and Trap,Type,Level/Rank/Link,Abilities/Other,Cid,Release Name,Release Date,Release Link
567,Ancient Gear Frame,Effect,EARTH,,Machine,4,,13480,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
568,Ancient Gear Hunting Hound,Effect,EARTH,,Machine,3,,12748,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
569,Ancient Gear Golem - Ultimate Pound,Effect,EARTH,,Machine,8,,12997,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
570,"Jain, Twilightsworn General",Effect,DARK,,Warrior,4,,13063,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
571,"Lyla, Twilightsworn Enchantress",Effect,DARK,,Spellcaster,4,,13064,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
572,"Lumina, Twilightsworn Shaman",Effect,DARK,,Spellcaster,3,,13065,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
573,"Ryko, Twilightsworn Fighter",Effect,DARK,,Beast,2,,13066,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
574,Punishment Dragon,Effect,DARK,,Dragon,8,,13067,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
575,Fishborg Launcher,Tuner,WATER,,Fish,1,,10111,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
576,Fishborg Planter,Effect,WATER,,Fish,2,,10252,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
577,Fishborg Archer,Tuner,WATER,,Fish,3,,10460,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
578,Fishborg Doctor,Effect,WATER,,Fish,4,,11001,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
579,Serpentine Princess,Effect,WATER,,Reptile,4,,5025,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
580,Howling Insect,Effect,EARTH,,Insect,3,,6117,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
581,Doom Dozer,Effect,EARTH,,Insect,8,,6602,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
582,Lava Dragon,Effect,FIRE,,Dragon,4,,8189,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
583,Dread Dragon,Tuner,FIRE,,Dragon,2,,8784,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
584,Uni-Zombie,Tuner,DARK,,Zombie,3,,11560,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
585,Vanguard of the Underground Emperor,Effect,EARTH,,Reptile,8,,17745,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
586,Fairyant the Circular Sorcerer,Tuner,WIND,,Insect,3,,18170,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
587,Chaos Ancient Gear Giant,Fusion,DARK,,Machine,10,,12776,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
588,Ancient Gear Howitzer,Fusion,EARTH,,Machine,8,,12777,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
589,Ancient Gear Megaton Golem,Fusion,EARTH,,Machine,9,,13481,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
590,Circle of the Fairies,Synchro,WIND,,Plant,7,,18187,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
591,Golden Cloud Beast - Malong,Synchro,LIGHT,,Dragon,6,Tuner,18666,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
592,Number 41: Bagooska the Terribly Tired Tapir,Xyz,EARTH,,Fiend,4,,13163,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
593,The Zombie Vampire,Xyz,DARK,,Zombie,8,,16850,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
594,Amphibious Swarmship Amblowhale,Link,FIRE,,Machine,4,,14300,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
595,Shinobi Insect Hagakuremino,Link,WIND,,Insect,2,,14609,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
596,Seraphim Papillion,Link,WIND,,Insect,3,,14677,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
597,Ancient Gear Ballista,Link,EARTH,,Machine,2,,14933,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
598,Ancient Gear Fusion,Spell,,Normal Spell,,,,13482,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
599,March of the Dark Brigade,Spell,,Normal Spell,,,,13098,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
600,Twilight Twin Dragons,Spell,,Normal Spell,,,,13099,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
601,Ancient Gear Reborn,Trap,,Continuous Trap,,,,12805,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
602,Cross-Dimensional Duel,Trap,,Normal Trap,,,,13483,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
603,Twilight Eraser,Trap,,Normal Trap,,,,13111,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
604,Twilight Cloth,Trap,,Normal Trap,,,,13112,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
605,Breakthrough Skill,Trap,,Normal Trap,,,,10437,LEGACY OF DESTRUCTION,2024/06/15,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001352000&rp=99999&request_locale=ae
606,Salamangreat Pyro Phoenix,Link,FIRE,,Cyberse,4,,14666,STRUCTURE DECK: SALAMANGREAT SANCTUM TRANSCEND POWER-UP PACK,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001347000&rp=99999&request_locale=ae
607,Salamangreat Raging Phoenix,Link,FIRE,,Cyberse,4,,18912,STRUCTURE DECK: SALAMANGREAT SANCTUM TRANSCEND POWER-UP PACK,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001347000&rp=99999&request_locale=ae
608,Salamangreat Violet Chimera,Fusion,FIRE,,Cyberse,8,,14111,STRUCTURE DECK: SALAMANGREAT SANCTUM TRANSCEND POWER-UP PACK,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001347000&rp=99999&request_locale=ae
609,Salamangreat Burst Gryphon,Synchro,FIRE,,Cyberse,8,,18911,STRUCTURE DECK: SALAMANGREAT SANCTUM TRANSCEND POWER-UP PACK,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001347000&rp=99999&request_locale=ae
610,Salamangreat Heatleo,Link,FIRE,,Cyberse,3,,13927,STRUCTURE DECK: SALAMANGREAT SANCTUM TRANSCEND POWER-UP PACK,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001347000&rp=99999&request_locale=ae
611,Salamangreat Sunlight Wolf,Link,FIRE,,Cyberse,2,,14125,STRUCTURE DECK: SALAMANGREAT SANCTUM TRANSCEND POWER-UP PACK,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001347000&rp=99999&request_locale=ae
612,"Dogoran, the Mad Flame Kaiju",Effect,FIRE,,Dinosaur,8,,12038,STRUCTURE DECK: SALAMANGREAT SANCTUM TRANSCEND POWER-UP PACK,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001347000&rp=99999&request_locale=ae
613,Salamangreat Almiraj,Link,FIRE,,Cyberse,1,,14338,STRUCTURE DECK: SALAMANGREAT SANCTUM TRANSCEND POWER-UP PACK,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001347000&rp=99999&request_locale=ae
614,Knightmare Phoenix,Link,FIRE,,Fiend,2,,13600,STRUCTURE DECK: SALAMANGREAT SANCTUM TRANSCEND POWER-UP PACK,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001347000&rp=99999&request_locale=ae
615,Kaiser Colosseum,Spell,,Continuous Spell,,,,5605,STRUCTURE DECK: SALAMANGREAT SANCTUM TRANSCEND POWER-UP PACK,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001347000&rp=99999&request_locale=ae
616,Triple Tactics Thrust,Spell,,Normal Spell,,,,18214,STRUCTURE DECK: SALAMANGREAT SANCTUM TRANSCEND POWER-UP PACK,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001347000&rp=99999&request_locale=ae
617,Red Reboot,Trap,,Counter Trap,,,,13622,STRUCTURE DECK: SALAMANGREAT SANCTUM TRANSCEND POWER-UP PACK,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001347000&rp=99999&request_locale=ae
618,Salamangreat of Fire,Effect,FIRE,,Cyberse,2,,18908,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
619,Salamangreat Raccoon,Effect,FIRE,,Cyberse,1,,14238,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
620,Salamangreat Mole,Effect,FIRE,,Cyberse,1,,14239,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
621,Salamangreat Meer,Effect,FIRE,,Cyberse,2,,13889,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
622,Salamangreat Foxy,Effect,FIRE,,Cyberse,3,,13890,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
623,Salamangreat Gazelle,Effect,FIRE,,Cyberse,3,,14240,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
624,Salamangreat Spinny,Effect,FIRE,,Cyberse,3,,14241,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
625,Salamangreat Fennec,Effect,FIRE,,Cyberse,3,,14253,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
626,Salamangreat Coyote,Effect,FIRE,,Cyberse,3,,14543,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
627,Salamangreat Weasel,Tuner,FIRE,,Cyberse,3,,18909,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
628,Salamangreat Falco,Effect,FIRE,,Cyberse,4,,13891,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
629,Salamangreat Jack Jaguar,Effect,FIRE,,Cyberse,4,,13892,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
630,Salamangreat Wolvie,Effect,FIRE,,Cyberse,4,,14080,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
631,Salamangreat Fowl,Effect,FIRE,,Cyberse,4,,14242,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
632,Salamangreat Parro,Effect,FIRE,,Cyberse,5,,14081,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
633,Salamangreat Tiger,Tuner,FIRE,,Cyberse,5,,18910,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
634,Salamangreat Beat Bison,Effect,FIRE,,Cyberse,8,,14243,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
635,Barrier Statue of the Inferno,Effect,FIRE,,Pyro,4,,6884,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
636,Formud Skipper,Effect,LIGHT,,Cyberse,1,,13511,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
637,Flame Bufferlo,Effect,FIRE,,Cyberse,3,,13521,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
638,Lady Debug,Effect,LIGHT,,Cyberse,4,,13522,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
639,Ash Blossom & Joyous Spring,Tuner,FIRE,,Zombie,3,,12950,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
640,Salamangreat Sanctuary,Spell,,Field Spell,,,,13938,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
641,Will of the Salamangreat,Spell,,Continuous Spell,,,,13940,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
642,Fusion of Fire,Spell,,Normal Spell,,,,14134,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
643,Salamangreat Circle,Spell,,Quick-play Spell,,,,14244,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
644,Salamangreat Claw,Spell,,Equip Spell,,,,14245,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
645,Salamangreat Recureance,Spell,,Normal Spell,,,,14302,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
646,Rising Fire,Spell,,Equip Spell,,,,14501,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
647,Fury of Fire,Spell,,Normal Spell,,,,14502,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
648,Salamangreat Burning Shell,Spell,,Quick-play Spell,,,,14678,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
649,Salamangreat Transcendence,Spell,,Quick-play Spell,,,,14679,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
650,Burning Draw,Spell,,Normal Spell,,,,15043,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
651,Salamangreat Charge,Spell,,Quick-play Spell,,,,18913,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
652,Crossout Designator,Spell,,Quick-play Spell,,,,14627,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
653,Cynet Mining,Spell,,Normal Spell,,,,14301,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
654,Salamangreat Gift,Trap,,Continuous Trap,,,,13954,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
655,Salamangreat Rage,Trap,,Normal Trap,,,,14246,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
656,Salamangreat Roar,Trap,,Counter Trap,,,,14247,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
657,Salamangreat Revive,Trap,,Normal Trap,,,,18914,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
658,Salamangreat Violet Chimera,Fusion,FIRE,,Cyberse,8,,14111,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
659,Salamangreat Burst Gryphon,Synchro,FIRE,,Cyberse,8,,18911,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
660,Salamangreat Miragestallio,Xyz,FIRE,,Cyberse,3,,14248,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
661,Salamangreat Heatleo,Link,FIRE,,Cyberse,3,,13927,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
662,Salamangreat Sunlight Wolf,Link,FIRE,,Cyberse,2,,14125,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
663,Salamangreat Balelynx,Link,FIRE,,Cyberse,1,,14249,STRUCTURE DECK: SALAMANGREAT SANCTUM,2024/05/18,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000001346000&rp=99999&request_locale=ae
